OOut_l_0.01_g_0.995_p_MlpPolicy
Step,Point,Load_Mult,Reg Changed,Tap Changed,Reward,Regulator States,Time,creg1a,creg2a,creg3a,creg3c,creg4a,creg4b,creg4c,
151,1,0.3599999999999999,creg3a,-2,-1123.4934743290034,,636.4,2,-9,-2,1,-16,16,7,
152,1,0.3599999999999999,creg4a,-12,-1125.8849958987828,,636.8,2,-9,-2,1,-12,16,7,
153,1,0.3599999999999999,creg4a,4,-742.832830607952,,637.2,2,-9,-2,1,4,16,7,
154,1,0.3599999999999999,creg3a,-2,-734.832830607952,,637.6,2,-9,-2,1,4,16,7,
155,1,0.3599999999999999,creg3a,-2,-734.832830607952,,638.0,2,-9,-2,1,4,16,7,
156,1,0.3599999999999999,creg3c,-9,-789.83331914109,,638.4,2,-9,-2,-9,4,16,7,
157,1,0.3599999999999999,creg4a,-16,-1183.49443895701,,638.8,2,-9,-2,-9,-16,16,7,
158,1,0.3599999999999999,creg1a,13,-2301.317147216859,,639.2,13,-9,-2,-9,-16,16,7,
159,1,0.3599999999999999,creg3a,-11,-2260.2905434340546,,639.6,13,-9,-11,-9,-16,16,7,
160,1,0.3599999999999999,creg3a,-2,-2300.317147216859,,640.0,13,-9,-2,-9,-16,16,7,
161,1,0.3599999999999999,creg3a,-2,-2295.817147216859,,640.4,13,-9,-2,-9,-16,16,7,
162,1,0.3599999999999999,creg3a,-2,-2295.817147216859,,640.8,13,-9,-2,-9,-16,16,7,
163,1,0.3599999999999999,creg2a,-11,-2296.8083801497114,,641.2,13,-11,-2,-9,-16,16,7,
164,1,0.3599999999999999,creg3a,-2,-2295.8083801497114,,641.6,13,-11,-2,-9,-16,16,7,
165,1,0.3599999999999999,creg3a,-3,-2255.8040852174418,,642.0,13,-11,-3,-9,-16,16,7,
166,1,0.3599999999999999,creg3a,-2,-2295.808380149661,,642.4,13,-11,-2,-9,-16,16,7,
167,1,0.3599999999999999,creg3c,-4,-2298.3078256489985,,642.8,13,-11,-2,-4,-16,16,7,
168,1,0.3599999999999999,creg3c,14,-2354.858021666494,,643.2,13,-11,-2,14,-16,16,7,
169,1,0.3599999999999999,creg4c,10,-2347.690672633257,,643.6,13,-11,-2,14,-16,16,10,
170,1,0.3599999999999999,creg4b,-14,-2048.0330783511913,,644.0,13,-11,-2,14,-16,-14,10,
171,1,0.3599999999999999,creg4b,5,-2354.1750080402353,,644.4,13,-11,-2,14,-16,5,10,
172,1,0.3599999999999999,creg1a,4,-1177.3296516432092,,644.8,4,-11,-2,14,-16,5,10,
173,1,0.3599999999999999,creg2a,5,-1140.8959986958134,,645.2,4,5,-2,14,-16,5,10,
174,1,0.3599999999999999,creg2a,5,-1132.8959986958134,,645.6,4,5,-2,14,-16,5,10,
175,1,0.3599999999999999,creg4c,-14,-1143.2929437339067,,646.0,4,5,-2,14,-16,5,-14,
176,1,0.3599999999999999,creg2a,5,-1131.2929437339067,,646.4,4,5,-2,14,-16,5,-14,
177,1,0.3599999999999999,creg3c,-11,-1143.7667206593583,,646.8,4,5,-2,-11,-16,5,-14,
178,1,0.3599999999999999,creg4b,-16,-1140.0927958142615,,647.2,4,5,-2,-11,-16,-16,-14,
179,1,0.3599999999999999,creg2a,-2,-1133.0636109017985,,647.6,4,-2,-2,-11,-16,-16,-14,
180,1,0.3599999999999999,creg1a,16,-1667.115839709482,,648.0,16,-2,-2,-11,-16,-16,-14,
181,1,0.3599999999999999,creg2a,5,-1664.6544172014856,,648.4,16,5,-2,-11,-16,-16,-14,
182,1,0.3599999999999999,creg2a,5,-1661.1544172014856,,648.8,16,5,-2,-11,-16,-16,-14,
183,1,0.3599999999999999,creg4c,11,-2036.1417929864842,,649.2,16,5,-2,-11,-16,-16,11,
184,1,0.3599999999999999,creg4c,5,-2025.8501818732477,,649.6,16,5,-2,-11,-16,-16,5,
185,1,0.3599999999999999,creg4a,4,-2424.7359048417843,,650.0,16,5,-2,-11,4,-16,5,
186,1,0.3599999999999999,creg4c,16,-2421.708484755188,,650.4,16,5,-2,-11,4,-16,16,
187,1,0.3599999999999999,creg2a,5,-2416.208484755188,,650.8,16,5,-2,-11,4,-16,16,
188,1,0.3599999999999999,creg4a,-11,-2032.1273847626705,,651.2,16,5,-2,-11,-11,-16,16,
189,1,0.3599999999999999,creg2a,5,-2024.6273847626705,,651.6,16,5,-2,-11,-11,-16,16,
190,1,0.3599999999999999,creg4c,-10,-1674.6255548244892,,652.0,16,5,-2,-11,-11,-16,-10,
191,1,0.3599999999999999,creg2a,5,-1661.6255548244892,,652.4,16,5,-2,-11,-11,-16,-10,
192,1,0.3599999999999999,creg2a,5,-1661.6255548244892,,652.8,16,5,-2,-11,-11,-16,-10,
193,1,0.3599999999999999,creg2a,5,-1661.6255548244892,,653.2,16,5,-2,-11,-11,-16,-10,
194,1,0.3599999999999999,creg2a,5,-1661.6255548244892,,653.6,16,5,-2,-11,-11,-16,-10,
195,1,0.3599999999999999,creg2a,-4,-1666.0772316349614,,654.0,16,-4,-2,-11,-11,-16,-10,
196,1,0.3599999999999999,creg4b,6,-1984.7554072935345,,654.4,16,-4,-2,-11,-11,6,-10,
197,1,0.3599999999999999,creg4c,-15,-1976.0172833189586,,654.8,16,-4,-2,-11,-11,6,-15,
198,1,0.3599999999999999,creg3c,5,-2031.550149801258,,655.2,16,-4,-2,5,-11,6,-15,
199,1,0.3599999999999999,creg2a,5,-2028.10276385708,,655.6,16,5,-2,5,-11,6,-15,
200,1,0.3599999999999999,creg2a,5,-2023.60276385708,,656.0,16,5,-2,5,-11,6,-15,
201,1,0.3599999999999999,creg4a,6,-2424.0962126249533,,656.4,16,5,-2,5,6,6,-15,
202,1,0.3599999999999999,creg2a,5,-2415.5962126249533,,656.8,16,5,-2,5,6,6,-15,
203,1,0.3599999999999999,creg4c,16,-2793.856608443984,,657.2,16,5,-2,5,6,6,16,
204,1,0.3599999999999999,creg4c,3,-2783.328697869049,,657.6,16,5,-2,5,6,6,3,
205,1,0.3599999999999999,creg2a,15,-2781.8893884333174,,658.0,16,15,-2,5,6,6,3,
206,1,0.3599999999999999,creg1a,3,-540.2362416931878,,658.4,3,15,-2,5,6,6,3,
207,1,0.3599999999999999,creg2a,5,-498.68213892608645,,658.8,3,5,-2,5,6,6,3,
208,1,0.3599999999999999,creg2a,5,-493.68213892608645,,659.2,3,5,-2,5,6,6,3,
209,1,0.3599999999999999,creg2a,5,-493.68213892608645,,659.6,3,5,-2,5,6,6,3,
210,1,0.3599999999999999,creg2a,5,-493.68213892608645,,660.0,3,5,-2,5,6,6,3,
211,1,0.3599999999999999,creg2a,5,-493.68213892608645,,660.4,3,5,-2,5,6,6,3,
212,1,0.3599999999999999,creg1a,-9,-1628.78124852187,,660.8,-9,5,-2,5,6,6,3,
213,1,0.3599999999999999,creg1a,6,-1181.676054628054,,661.2,6,5,-2,5,6,6,3,
214,1,0.3599999999999999,creg2a,5,-1174.176054628054,,661.6,6,5,-2,5,6,6,3,
215,1,0.3599999999999999,creg1a,-6,-289.1677805162406,,662.0,-6,5,-2,5,6,6,3,
216,1,0.3599999999999999,creg2a,5,-283.1677805162406,,662.4,-6,5,-2,5,6,6,3,
217,1,0.3599999999999999,creg2a,5,-283.1677805162406,,662.8,-6,5,-2,5,6,6,3,
218,1,0.3599999999999999,creg3c,4,-283.1678875190345,,663.2,-6,5,-2,4,6,6,3,
219,1,0.3599999999999999,creg4c,-8,-658.0329630967634,,663.6,-6,5,-2,4,6,6,-8,
220,1,0.3599999999999999,creg2a,5,-652.5329630967634,,664.0,-6,5,-2,4,6,6,-8,
221,1,0.3599999999999999,creg2a,5,-652.5329630967634,,664.4,-6,5,-2,4,6,6,-8,
222,1,0.3599999999999999,creg2a,-10,-689.9606339313289,,664.8,-6,-10,-2,4,6,6,-8,
223,1,0.3599999999999999,creg3a,6,-656.4895651889691,,665.2,-6,-10,6,4,6,6,-8,
224,1,0.3599999999999999,creg4a,-3,-1116.3054731695304,,665.6,-6,-10,6,4,-3,6,-8,
225,1,0.3599999999999999,creg2a,1,-1087.3591807845714,,666.0,-6,1,6,4,-3,6,-8,
226,1,0.3599999999999999,creg2a,5,-1083.8764163489504,,666.4,-6,5,6,4,-3,6,-8,
227,1,0.3599999999999999,creg2a,5,-1081.8764163489504,,666.8,-6,5,6,4,-3,6,-8,
228,1,0.3599999999999999,creg4a,-7,-1123.4030500066158,,667.2,-6,5,6,4,-7,6,-8,
229,1,0.3599999999999999,creg4b,9,-1123.1456621953057,,667.6,-6,5,6,4,-7,9,-8,
230,1,0.3599999999999999,creg3c,-3,-1175.1377157871163,,668.0,-6,5,6,-3,-7,9,-8,
231,1,0.3599999999999999,creg4c,16,-1135.183731425338,,668.4,-6,5,6,-3,-7,9,16,
232,1,0.3599999999999999,creg4c,-9,-1184.0715895047456,,668.8,-6,5,6,-3,-7,9,-9,
233,1,0.3599999999999999,creg1a,10,-1691.39617680522,,669.2,10,5,6,-3,-7,9,-9,
234,1,0.3599999999999999,creg3a,-6,-1659.3440215746934,,669.6,10,5,-6,-3,-7,9,-9,
235,1,0.3599999999999999,creg4a,-1,-1746.6800747436264,,670.0,10,5,-6,-3,-1,9,-9,
236,1,0.3599999999999999,creg4a,-1,-1743.6800747436264,,670.4,10,5,-6,-3,-1,9,-9,
237,1,0.3599999999999999,creg4c,3,-2140.4811720785256,,670.8,10,5,-6,-3,-1,9,3,
238,1,0.3599999999999999,creg2a,9,-2126.5035438787145,,671.2,10,9,-6,-3,-1,9,3,
239,1,0.3599999999999999,creg4a,-1,-2124.5035438787145,,671.6,10,9,-6,-3,-1,9,3,
240,1,0.3599999999999999,creg4a,-1,-2124.5035438787145,,672.0,10,9,-6,-3,-1,9,3,
241,1,0.3599999999999999,creg4a,11,-2542.123021116976,,672.4,10,9,-6,-3,11,9,3,
242,1,0.3599999999999999,creg4a,5,-2488.2492398243994,,672.8,10,9,-6,-3,5,9,3,
243,1,0.3599999999999999,creg4a,-1,-2127.5035438787145,,673.2,10,9,-6,-3,-1,9,3,
244,1,0.3599999999999999,creg4a,-1,-2124.5035438787145,,673.6,10,9,-6,-3,-1,9,3,
245,1,0.3599999999999999,creg4a,-6,-2036.7266124245618,,674.0,10,9,-6,-3,-6,9,3,
246,1,0.3599999999999999,creg4a,-1,-2127.0035438787145,,674.4,10,9,-6,-3,-1,9,3,
247,1,0.3599999999999999,creg4a,-1,-2124.5035438787145,,674.8,10,9,-6,-3,-1,9,3,
248,1,0.3599999999999999,creg4a,-1,-2124.5035438787145,,675.2,10,9,-6,-3,-1,9,3,
249,1,0.3599999999999999,creg4a,-1,-2124.5035438787145,,675.6,10,9,-6,-3,-1,9,3,
250,1,0.3599999999999999,creg4a,1,-2475.7204584686237,,676.0,10,9,-6,-3,1,9,3,
251,1,0.3599999999999999,creg4a,-5,-2037.2770803845333,,676.4,10,9,-6,-3,-5,9,3,
252,1,0.3599999999999999,creg4a,-1,-2126.5035438787145,,676.8,10,9,-6,-3,-1,9,3,
253,1,0.3599999999999999,creg3c,1,-2176.5085790776793,,677.2,10,9,-6,1,-1,9,3,
254,1,0.3599999999999999,creg3c,4,-2186.017244703843,,677.6,10,9,-6,4,-1,9,3,
255,1,0.3599999999999999,creg4a,-1,-2184.517244703843,,678.0,10,9,-6,4,-1,9,3,
256,1,0.3599999999999999,creg4a,-1,-2184.517244703843,,678.4,10,9,-6,4,-1,9,3,
257,1,0.3599999999999999,creg4c,16,-2262.4545827032684,,678.8,10,9,-6,4,-1,9,16,
258,1,0.3599999999999999,creg4a,-1,-2255.9545827032684,,679.2,10,9,-6,4,-1,9,16,
259,1,0.3599999999999999,creg4c,16,-2255.9545827032684,,679.6,10,9,-6,4,-1,9,16,
260,1,0.3599999999999999,creg4a,5,-2599.6757634614723,,680.0,10,9,-6,4,5,9,16,
261,1,0.3599999999999999,creg4b,-6,-2322.7695524488904,,680.4,10,9,-6,4,5,-6,16,
262,1,0.3599999999999999,creg4a,-1,-2097.532550804788,,680.8,10,9,-6,4,-1,-6,16,
263,1,0.3599999999999999,creg3a,-7,-2094.530057709008,,681.2,10,9,-7,4,-1,-6,16,
264,1,0.3599999999999999,creg4a,-16,-2131.2387550755466,,681.6,10,9,-7,4,-16,-6,16,
265,1,0.3599999999999999,creg4a,3,-2324.5056769509833,,682.0,10,9,-7,4,3,-6,16,
266,1,0.3599999999999999,creg4c,-11,-1936.0754514642217,,682.4,10,9,-7,4,3,-6,-11,
267,1,0.3599999999999999,creg1a,-5,-738.8294537923503,,682.8,-5,9,-7,4,3,-6,-11,
268,1,0.3599999999999999,creg4a,-1,-793.1009839746712,,683.2,-5,9,-7,4,-1,-6,-11,
269,1,0.3599999999999999,creg3c,4,-791.1009839746712,,683.6,-5,9,-7,4,-1,-6,-11,
270,1,0.3599999999999999,creg4a,-1,-791.1009839746712,,684.0,-5,9,-7,4,-1,-6,-11,
271,1,0.3599999999999999,creg4a,-1,-791.1009839746712,,684.4,-5,9,-7,4,-1,-6,-11,
272,1,0.3599999999999999,creg4a,-1,-791.1009839746712,,684.8,-5,9,-7,4,-1,-6,-11,
273,1,0.3599999999999999,creg4a,-5,-1122.6241578249023,,685.2,-5,9,-7,4,-5,-6,-11,
274,1,0.3599999999999999,creg3c,-4,-1174.6160849106107,,685.6,-5,9,-7,-4,-5,-6,-11,
275,1,0.3599999999999999,creg4a,-1,-843.0927848806632,,686.0,-5,9,-7,-4,-1,-6,-11,
276,1,0.3599999999999999,creg4a,-1,-841.0927848806632,,686.4,-5,9,-7,-4,-1,-6,-11,
277,1,0.3599999999999999,creg4a,-1,-841.0927848806632,,686.8,-5,9,-7,-4,-1,-6,-11,
278,1,0.3599999999999999,creg3a,-11,-843.0704735198888,,687.2,-5,9,-11,-4,-1,-6,-11,
279,1,0.3599999999999999,creg2a,-16,-893.4545925735401,,687.6,-5,-16,-11,-4,-1,-6,-11,
280,1,0.3599999999999999,creg3a,-5,-883.9879611354617,,688.0,-5,-16,-5,-4,-1,-6,-11,
281,1,0.3599999999999999,creg4a,-9,-1214.044152362014,,688.4,-5,-16,-5,-4,-9,-6,-11,
282,1,0.3599999999999999,creg4a,-1,-884.9879611354617,,688.8,-5,-16,-5,-4,-1,-6,-11,
283,1,0.3599999999999999,creg4a,-1,-880.9879611354617,,689.2,-5,-16,-5,-4,-1,-6,-11,
284,1,0.3599999999999999,creg2a,-5,-886.5410861173407,,689.6,-5,-5,-5,-4,-1,-6,-11,
285,1,0.3599999999999999,creg4c,16,-886.3643960885896,,690.0,-5,-5,-5,-4,-1,-6,16,
286,1,0.3599999999999999,creg3c,14,-831.8701032719152,,690.4,-5,-5,-5,14,-1,-6,16,
287,1,0.3599999999999999,creg3a,-11,-825.8382064050271,,690.8,-5,-5,-11,14,-1,-6,16,
288,1,0.3599999999999999,creg4a,-1,-822.8382064050271,,691.2,-5,-5,-11,14,-1,-6,16,
289,1,0.3599999999999999,creg2a,-7,-823.8288496601592,,691.6,-5,-7,-11,14,-1,-6,16,
290,1,0.3599999999999999,creg4a,-1,-822.8288496601592,,692.0,-5,-7,-11,14,-1,-6,16,
291,1,0.3599999999999999,creg1a,-14,-2365.1838653058308,,692.4,-14,-7,-11,14,-1,-6,16,
292,1,0.3599999999999999,creg4a,-1,-2360.6838653058308,,692.8,-14,-7,-11,14,-1,-6,16,
293,1,0.3599999999999999,creg4a,3,-2363.1189127098232,,693.2,-14,-7,-11,14,3,-6,16,
294,1,0.3599999999999999,creg1a,-4,-828.1358052750458,,693.6,-4,-7,-11,14,3,-6,16,
295,1,0.3599999999999999,creg1a,-4,-823.1358052750458,,694.0,-4,-7,-11,14,3,-6,16,
296,1,0.3599999999999999,creg3a,-12,-823.1306442778397,,694.4,-4,-7,-12,14,3,-6,16,
297,1,0.3599999999999999,creg4b,-13,-826.1014779011692,,694.8,-4,-7,-12,14,3,-13,16,
298,1,0.3599999999999999,creg1a,-4,-822.6014779011692,,695.2,-4,-7,-12,14,3,-13,16,
299,1,0.3599999999999999,creg3a,-7,-825.127286888414,,695.6,-4,-7,-7,14,3,-13,16,
300,1,0.3599999999999999,creg1a,-4,-822.627286888414,,696.0,-4,-7,-7,14,3,-13,16,
301,1,0.3599999999999999,creg3a,-14,-826.091438098765,,696.4,-4,-7,-14,14,3,-13,16,
302,1,0.3599999999999999,creg1a,-4,-822.591438098765,,696.8,-4,-7,-14,14,3,-13,16,
303,1,0.3599999999999999,creg1a,-4,-822.591438098765,,697.2,-4,-7,-14,14,3,-13,16,
304,1,0.3599999999999999,creg1a,-4,-822.591438098765,,697.6,-4,-7,-14,14,3,-13,16,
305,1,0.3599999999999999,creg4a,2,-822.5339969448594,,698.0,-4,-7,-14,14,2,-13,16,
306,1,0.3599999999999999,creg4a,-13,-1218.7315542482957,,698.4,-4,-7,-14,14,-13,-13,16,
307,1,0.3599999999999999,creg1a,-4,-1211.2315542482957,,698.8,-4,-7,-14,14,-13,-13,16,
308,1,0.3599999999999999,creg1a,-4,-1211.2315542482957,,699.2,-4,-7,-14,14,-13,-13,16,
309,1,0.3599999999999999,creg1a,13,-2002.5345087122407,,699.6,13,-7,-14,14,-13,-13,16,
310,1,0.3599999999999999,creg1a,-1,-1218.7351982406387,,700.0,-1,-7,-14,14,-13,-13,16,
311,1,0.3599999999999999,creg1a,-1,-1211.7351982406387,,700.4,-1,-7,-14,14,-13,-13,16,
312,1,0.3599999999999999,creg1a,-1,-1211.7351982406387,,700.8,-1,-7,-14,14,-13,-13,16,
313,1,0.3599999999999999,creg1a,-1,-1211.7351982406387,,701.2,-1,-7,-14,14,-13,-13,16,
314,1,0.3599999999999999,creg4c,0,-1211.7351982406387,,701.6,-1,-7,-14,14,-13,-13,16,
315,1,0.3599999999999999,creg1a,-1,-1211.7351982406387,,702.0,-1,-7,-14,14,-13,-13,16,
316,1,0.3599999999999999,creg4a,13,-1226.8263380271505,,702.4,-1,-7,-14,14,13,-13,16,
317,1,0.3599999999999999,creg4b,3,-912.7620757133634,,702.8,-1,-7,-14,14,13,3,16,
318,1,0.3599999999999999,creg2a,13,-914.8464125823857,,703.2,-1,13,-14,14,13,3,16,
319,1,0.3599999999999999,creg2a,6,-868.3145124833039,,703.6,-1,6,-14,14,13,3,16,
320,1,0.3599999999999999,creg4a,-4,-482.180212057987,,704.0,-1,6,-14,14,-4,3,16,
321,1,0.3599999999999999,creg4c,-5,-122.72898609940457,,704.4,-1,6,-14,14,-4,3,-5,
322,1,0.3599999999999999,creg1a,11,-1989.1711925498344,,704.8,11,6,-14,14,-4,3,-5,
323,1,0.3599999999999999,creg4b,-13,-1679.8350401282262,,705.2,11,6,-14,14,-4,-13,-5,
324,1,0.3599999999999999,creg2a,7,-1671.8403289573678,,705.6,11,7,-14,14,-4,-13,-5,
325,1,0.3599999999999999,creg1a,5,-394.4067314976111,,706.0,5,7,-14,14,-4,-13,-5,
326,1,0.3599999999999999,creg2a,1,-354.37848995073017,,706.4,5,1,-14,14,-4,-13,-5,
327,1,0.3599999999999999,creg2a,11,-396.42800185164174,,706.8,5,11,-14,14,-4,-13,-5,
328,1,0.3599999999999999,creg4b,-12,-151.48521668615885,,707.2,5,11,-14,14,-4,-12,-5,
329,1,0.3599999999999999,creg3c,3,-106.95329965985121,,707.6,5,11,-14,3,-4,-12,-5,
330,1,0.3599999999999999,creg4a,-5,-101.39855260645555,,708.0,5,11,-14,3,-5,-12,-5,
331,1,0.3599999999999999,creg2a,12,-101.40398646393228,,708.4,5,12,-14,3,-5,-12,-5,
332,1,0.3599999999999999,creg3a,13,-115.00982844464856,,708.8,5,12,13,3,-5,-12,-5,
333,1,0.3599999999999999,creg4c,-5,-101.50982844464856,,709.2,5,12,13,3,-5,-12,-5,
334,1,0.3599999999999999,creg4a,-11,-234.21293873379932,,709.6,5,12,13,3,-11,-12,-5,
335,1,0.3599999999999999,creg4c,-5,-231.21293873379932,,710.0,5,12,13,3,-11,-12,-5,
336,1,0.3599999999999999,creg1a,-8,-2555.8819092770386,,710.4,-8,12,13,3,-11,-12,-5,
337,1,0.3599999999999999,creg4c,-5,-2549.3819092770386,,710.8,-8,12,13,3,-11,-12,-5,
338,1,0.3599999999999999,creg2a,5,-2552.854223614413,,711.2,-8,5,13,3,-11,-12,-5,
339,1,0.3599999999999999,creg3a,10,-2550.8465647044677,,711.6,-8,5,10,3,-11,-12,-5,
340,1,0.3599999999999999,creg3c,8,-2551.8460312350776,,712.0,-8,5,10,8,-11,-12,-5,
341,1,0.3599999999999999,creg1a,12,-1721.7146294248867,,712.4,12,5,10,8,-11,-12,-5,
342,1,0.3599999999999999,creg3a,6,-1713.6913148095423,,712.8,12,5,6,8,-11,-12,-5,
343,1,0.3599999999999999,creg3a,10,-1713.7146294248867,,713.2,12,5,10,8,-11,-12,-5,
344,1,0.3599999999999999,creg4b,13,-2036.9078257472056,,713.6,12,5,10,8,-11,13,-5,
345,1,0.3599999999999999,creg1a,-1,-729.0633265601714,,714.0,-1,5,10,8,-11,13,-5,
346,1,0.3599999999999999,creg2a,16,-768.1199378132626,,714.4,-1,16,10,8,-11,13,-5,
347,1,0.3599999999999999,creg4a,11,-715.2513496080884,,714.8,-1,16,10,8,11,13,-5,
348,1,0.3599999999999999,creg4c,-5,-704.2513496080884,,715.2,-1,16,10,8,11,13,-5,
349,1,0.3599999999999999,creg2a,12,-716.2284731509671,,715.6,-1,12,10,8,11,13,-5,
350,1,0.3599999999999999,creg4c,-5,-714.2284731509671,,716.0,-1,12,10,8,11,13,-5,
351,1,0.3599999999999999,creg2a,13,-714.2341332918458,,716.4,-1,13,10,8,11,13,-5,
352,1,0.3599999999999999,creg4c,-5,-714.2341332918458,,716.8,-1,13,10,8,11,13,-5,
353,1,0.3599999999999999,creg3a,-12,-765.1515287571557,,717.2,-1,13,-12,8,11,13,-5,
354,1,0.3599999999999999,creg2a,1,-720.0947425662943,,717.6,-1,1,-12,8,11,13,-5,
355,1,0.3599999999999999,creg2a,1,-714.0947425662943,,718.0,-1,1,-12,8,11,13,-5,
356,1,0.3599999999999999,creg4c,11,-1082.8997754045527,,718.4,-1,1,-12,8,11,13,11,
357,1,0.3599999999999999,creg2a,-16,-1123.3230731596448,,718.8,-1,-16,-12,8,11,13,11,
358,1,0.3599999999999999,creg4c,9,-915.6474396990932,,719.2,-1,-16,-12,8,11,13,9,
359,1,0.3599999999999999,creg3a,6,-883.7159990376834,,719.6,-1,-16,6,8,11,13,9,
360,1,0.3599999999999999,creg2a,1,-843.2937497638165,,720.0,-1,1,6,8,11,13,9,
361,1,0.3599999999999999,creg2a,15,-881.8604823218126,,720.4,-1,15,6,8,11,13,9,
362,1,0.3599999999999999,creg2a,2,-841.2980381006028,,720.8,-1,2,6,8,11,13,9,
363,1,0.3599999999999999,creg4c,3,-677.4746596735771,,721.2,-1,2,6,8,11,13,3,
364,1,0.3599999999999999,creg2a,1,-674.4703139314378,,721.6,-1,1,6,8,11,13,3,
365,1,0.3599999999999999,creg1a,10,-2572.1566593724474,,722.0,10,1,6,8,11,13,3,
366,1,0.3599999999999999,creg3c,-3,-2522.1305505461555,,722.4,10,1,6,-3,11,13,3,
367,1,0.3599999999999999,creg2a,-5,-2479.6016645048985,,722.8,10,-5,6,-3,11,13,3,
368,1,0.3599999999999999,creg2a,1,-2519.6305505461555,,723.2,10,1,6,-3,11,13,3,
369,1,0.3599999999999999,creg3a,12,-2519.667237126587,,723.6,10,1,12,-3,11,13,3,
370,1,0.3599999999999999,creg3c,6,-2571.187128372411,,724.0,10,1,12,6,11,13,3,
371,1,0.3599999999999999,creg1a,-6,-312.0569251480594,,724.4,-6,1,12,6,11,13,3,
372,1,0.3599999999999999,creg3c,14,-308.0561121538505,,724.8,-6,1,12,14,11,13,3,
373,1,0.3599999999999999,creg3a,12,-304.0561121538505,,725.2,-6,1,12,14,11,13,3,
374,1,0.3599999999999999,creg1a,8,-1593.2045833083232,,725.6,8,1,12,14,11,13,3,
375,1,0.3599999999999999,creg3a,12,-1586.2045833083232,,726.0,8,1,12,14,11,13,3,
376,1,0.3599999999999999,creg3a,12,-1586.2045833083232,,726.4,8,1,12,14,11,13,3,
377,1,0.3599999999999999,creg4b,1,-1580.8442863739224,,726.8,8,1,12,14,11,1,3,
378,1,0.3599999999999999,creg3a,12,-1574.8442863739224,,727.2,8,1,12,14,11,1,3,
379,1,0.3599999999999999,creg1a,-6,-170.16408632763003,,727.6,-6,1,12,14,11,1,3,
380,1,0.3599999999999999,creg3a,12,-163.16408632763003,,728.0,-6,1,12,14,11,1,3,
381,1,0.3599999999999999,creg3c,-4,-222.15248786736208,,728.4,-6,1,12,-4,11,1,3,
382,1,0.3599999999999999,creg4a,8,-224.46130651966632,,728.8,-6,1,12,-4,8,1,3,
383,1,0.3599999999999999,creg4c,6,-224.60705938445375,,729.2,-6,1,12,-4,8,1,6,
384,1,0.3599999999999999,creg3a,12,-223.10705938445375,,729.6,-6,1,12,-4,8,1,6,
385,1,0.3599999999999999,creg3a,4,-227.0852952528096,,730.0,-6,1,4,-4,8,1,6,
386,1,0.3599999999999999,creg3a,9,-225.5988886477607,,730.4,-6,1,9,-4,8,1,6,
387,1,0.3599999999999999,creg3a,9,-223.0988886477607,,730.8,-6,1,9,-4,8,1,6,
388,1,0.3599999999999999,creg3a,9,-223.0988886477607,,731.2,-6,1,9,-4,8,1,6,
389,1,0.3599999999999999,creg1a,1,-226.9506089813733,,731.6,1,1,9,-4,8,1,6,
390,1,0.3599999999999999,creg3c,5,-227.94963455444454,,732.0,1,1,9,5,8,1,6,
391,1,0.3599999999999999,creg3a,9,-223.44963455444454,,732.4,1,1,9,5,8,1,6,
392,1,0.3599999999999999,creg3a,9,-223.44963455444454,,732.8,1,1,9,5,8,1,6,
393,1,0.3599999999999999,creg3a,9,-223.44963455444454,,733.2,1,1,9,5,8,1,6,
394,1,0.3599999999999999,creg3a,9,-223.44963455444454,,733.6,1,1,9,5,8,1,6,
395,1,0.3599999999999999,creg3c,7,-224.449428836752,,734.0,1,1,9,7,8,1,6,
396,1,0.3599999999999999,creg3a,9,-223.449428836752,,734.4,1,1,9,7,8,1,6,
397,1,0.3599999999999999,creg1a,2,-613.5688746247197,,734.8,2,1,9,7,8,1,6,
398,1,0.3599999999999999,creg3a,9,-613.5688746247197,,735.2,2,1,9,7,8,1,6,
399,1,0.3599999999999999,creg4b,-15,-930.5829759226772,,735.6,2,1,9,7,8,-15,6,
400,1,0.3599999999999999,creg3a,9,-922.5829759226772,,736.0,2,1,9,7,8,-15,6,
401,1,0.3599999999999999,creg3a,9,-922.5829759226772,,736.4,2,1,9,7,8,-15,6,
402,1,0.3599999999999999,creg3a,9,-922.5829759226772,,736.8,2,1,9,7,8,-15,6,
403,1,0.3599999999999999,creg3c,-12,-982.0721943190376,,737.2,2,1,9,-12,8,-15,6,
404,1,0.3599999999999999,creg3a,9,-972.5721943190376,,737.6,2,1,9,-12,8,-15,6,
405,1,0.3599999999999999,creg4a,13,-965.7580087490331,,738.0,2,1,9,-12,13,-15,6,
406,1,0.3599999999999999,creg3a,9,-963.2580087490331,,738.4,2,1,9,-12,13,-15,6,
407,1,0.3599999999999999,creg3c,-10,-964.2656724157054,,738.8,2,1,9,-10,13,-15,6,
408,1,0.3599999999999999,creg4c,16,-1179.3535700778311,,739.2,2,1,9,-10,13,-15,16,
409,1,0.3599999999999999,creg3a,9,-1174.3535700778311,,739.6,2,1,9,-10,13,-15,16,
410,1,0.3599999999999999,creg3a,9,-1174.3535700778311,,740.0,2,1,9,-10,13,-15,16,
411,1,0.3599999999999999,creg3a,9,-1174.3535700778311,,740.4,2,1,9,-10,13,-15,16,
412,1,0.3599999999999999,creg3a,9,-1174.3535700778311,,740.8,2,1,9,-10,13,-15,16,
