Index,Step,Point,Load_Mult,Reg Changed,Tap Changed,Reward,Regulator States,creg1a,creg2a,creg3a,creg3c,creg4a,creg4b,creg4c,
818,819,1,0.3599999999999999,creg3a,-11,-813.7213251376693,,5,-15,-11,-10,10,12,-5,
819,820,1,0.3599999999999999,creg3a,-9,-765.7275057566039,,5,-15,-9,-10,10,12,-5,
820,821,1,0.3599999999999999,creg2a,7,-775.8304406795285,,5,7,-9,-10,10,12,-5,
821,822,1,0.3599999999999999,creg4b,-15,-776.1070743455427,,5,7,-9,-10,10,-15,-5,
822,823,1,0.3599999999999999,creg4a,-7,-379.5800435604351,,5,7,-9,-10,-7,-15,-5,
823,824,1,0.3599999999999999,creg4a,-11,-482.87554304621744,,5,7,-9,-10,-11,-15,-5,
824,825,1,0.3599999999999999,creg4b,-15,-480.875817177592,,5,7,-9,-10,-11,-15,-5,
825,826,1,0.3599999999999999,creg4b,-15,-480.8758174433883,,5,7,-9,-10,-11,-15,-5,
826,827,1,0.3599999999999999,creg4b,-15,-480.87581744364644,,5,7,-9,-10,-11,-15,-5,
827,828,1,0.3599999999999999,creg4b,-11,-193.1604090968864,,5,7,-9,-10,-11,-11,-5,
828,829,1,0.3599999999999999,creg1a,-6,-1395.270943236718,,-6,7,-9,-10,-11,-11,-5,
829,830,1,0.3599999999999999,creg4b,-15,-1351.471367985886,,-6,7,-9,-10,-11,-15,-5,
830,831,1,0.3599999999999999,creg1a,2,-814.5394338153906,,2,7,-9,-10,-11,-15,-5,
831,832,1,0.3599999999999999,creg4a,1,-427.38197373337596,,2,7,-9,-10,1,-15,-5,
832,833,1,0.3599999999999999,creg3c,-4,-374.3855617362404,,2,7,-9,-4,1,-15,-5,
833,834,1,0.3599999999999999,creg4a,-7,-374.9180422651576,,2,7,-9,-4,-7,-15,-5,
834,835,1,0.3599999999999999,creg4b,-15,-370.9190849644474,,2,7,-9,-4,-7,-15,-5,
835,836,1,0.3599999999999999,creg2a,-2,-375.3807535744898,,2,-2,-9,-4,-7,-15,-5,
836,837,1,0.3599999999999999,creg2a,10,-416.9349676360526,,2,10,-9,-4,-7,-15,-5,
837,838,1,0.3599999999999999,creg4b,-15,-410.9348009708111,,2,10,-9,-4,-7,-15,-5,
838,839,1,0.3599999999999999,creg2a,-5,-378.3684432690985,,2,-5,-9,-4,-7,-15,-5,
839,840,1,0.3599999999999999,creg4b,-15,-370.86864735162646,,2,-5,-9,-4,-7,-15,-5,
840,841,1,0.3599999999999999,creg4b,-10,-123.77426094325044,,2,-5,-9,-4,-7,-10,-5,
841,842,1,0.3599999999999999,creg1a,8,-274.46219690474123,,8,-5,-9,-4,-7,-10,-5,
842,843,1,0.3599999999999999,creg4b,-15,-113.67869793193194,,8,-5,-9,-4,-7,-15,-5,
843,844,1,0.3599999999999999,creg4b,-15,-111.17877910114859,,8,-5,-9,-4,-7,-15,-5,
844,845,1,0.3599999999999999,creg2a,11,-169.25628669363886,,8,11,-9,-4,-7,-15,-5,
845,846,1,0.3599999999999999,creg1a,-3,-1145.9313551247853,,-3,11,-9,-4,-7,-15,-5,
846,847,1,0.3599999999999999,creg3a,5,-1107.4857857187208,,-3,11,5,-4,-7,-15,-5,
847,848,1,0.3599999999999999,creg4a,-12,-1072.4103282422,,-3,11,5,-4,-12,-15,-5,
848,849,1,0.3599999999999999,creg4b,-15,-1069.910322500309,,-3,11,5,-4,-12,-15,-5,
849,850,1,0.3599999999999999,creg4c,-12,-1132.8398687221463,,-3,11,5,-4,-12,-15,-12,
850,851,1,0.3599999999999999,creg4b,-15,-1129.3398690768095,,-3,11,5,-4,-12,-15,-12,
851,852,1,0.3599999999999999,creg3a,-9,-1176.2857121641025,,-3,11,-9,-4,-12,-15,-12,
852,853,1,0.3599999999999999,creg4b,-6,-1134.5454468664952,,-3,11,-9,-4,-12,-6,-12,
853,854,1,0.3599999999999999,creg4b,-15,-1173.7859425179988,,-3,11,-9,-4,-12,-15,-12,
854,855,1,0.3599999999999999,creg4c,13,-1183.59391478239,,-3,11,-9,-4,-12,-15,13,
855,856,1,0.3599999999999999,creg4a,7,-792.0928492105966,,-3,11,-9,-4,7,-15,13,
856,857,1,0.3599999999999999,creg3a,-16,-786.0573015945107,,-3,11,-16,-4,7,-15,13,
857,858,1,0.3599999999999999,creg3a,12,-756.6628447785778,,-3,11,12,-4,7,-15,13,
858,859,1,0.3599999999999999,creg4a,15,-1137.4254699746552,,-3,11,12,-4,15,-15,13,
859,860,1,0.3599999999999999,creg4b,-15,-1133.4253659282238,,-3,11,12,-4,15,-15,13,
860,861,1,0.3599999999999999,creg4a,-15,-1145.8803744798172,,-3,11,12,-4,-15,-15,13,
861,862,1,0.3599999999999999,creg4b,7,-803.4580238989446,,-3,11,12,-4,-15,7,13,
862,863,1,0.3599999999999999,creg4b,12,-1105.4039643048475,,-3,11,12,-4,-15,12,13,
863,864,1,0.3599999999999999,creg3c,0,-1102.9039588716885,,-3,11,12,-4,-15,12,13,
864,865,1,0.3599999999999999,creg3c,-14,-1137.8727407785418,,-3,11,12,-14,-15,12,13,
865,866,1,0.3599999999999999,creg3a,-11,-1184.2872679382122,,-3,11,-11,-14,-15,12,13,
866,867,1,0.3599999999999999,creg2a,-14,-1225.1777421554502,,-3,-14,-11,-14,-15,12,13,
867,868,1,0.3599999999999999,creg2a,-9,-1215.2008358860962,,-3,-9,-11,-14,-15,12,13,
868,869,1,0.3599999999999999,creg2a,-14,-1215.1778410002466,,-3,-14,-11,-14,-15,12,13,
869,870,1,0.3599999999999999,creg4c,16,-1214.4883589829967,,-3,-14,-11,-14,-15,12,16,
870,871,1,0.3599999999999999,creg3c,-5,-1217.5169877921733,,-3,-14,-11,-5,-15,12,16,
871,872,1,0.3599999999999999,creg4c,-15,-1226.407113132517,,-3,-14,-11,-5,-15,12,-15,
872,873,1,0.3599999999999999,creg4b,-1,-906.2440622209567,,-3,-14,-11,-5,-15,-1,-15,
873,874,1,0.3599999999999999,creg2a,15,-914.3750464303212,,-3,15,-11,-5,-15,-1,-15,
874,875,1,0.3599999999999999,creg3c,-5,-899.8749352624001,,-3,15,-11,-5,-15,-1,-15,
875,876,1,0.3599999999999999,creg4c,1,-548.9528250806177,,-3,15,-11,-5,-15,-1,1,
876,877,1,0.3599999999999999,creg2a,15,-540.9525896938585,,-3,15,-11,-5,-15,-1,1,
877,878,1,0.3599999999999999,creg2a,16,-540.9578003651376,,-3,16,-11,-5,-15,-1,1,
878,879,1,0.3599999999999999,creg1a,15,-2352.4985068899437,,15,16,-11,-5,-15,-1,1,
879,880,1,0.3599999999999999,creg3c,-5,-2343.4981054371883,,15,16,-11,-5,-15,-1,1,
880,881,1,0.3599999999999999,creg1a,16,-2343.7029232782834,,16,16,-11,-5,-15,-1,1,
881,882,1,0.3599999999999999,creg3c,-5,-2343.7028666772194,,16,16,-11,-5,-15,-1,1,
882,883,1,0.3599999999999999,creg3c,-5,-2343.702866622832,,16,16,-11,-5,-15,-1,1,
883,884,1,0.3599999999999999,creg3a,-9,-2344.70842407488,,16,16,-9,-5,-15,-1,1,
884,885,1,0.3599999999999999,creg3c,-5,-2343.7083472421973,,16,16,-9,-5,-15,-1,1,
885,886,1,0.3599999999999999,creg4b,-6,-2345.6664052778565,,16,16,-9,-5,-15,-6,1,
886,887,1,0.3599999999999999,creg3c,8,-2349.706898571888,,16,16,-9,8,-15,-6,1,
887,888,1,0.3599999999999999,creg4a,16,-2752.571798432439,,16,16,-9,8,16,-6,1,
888,889,1,0.3599999999999999,creg3c,-5,-2743.5264924806415,,16,16,-9,-5,16,-6,1,
889,890,1,0.3599999999999999,creg3c,-5,-2737.0264929529158,,16,16,-9,-5,16,-6,1,
890,891,1,0.3599999999999999,creg3a,11,-2787.137542461738,,16,16,11,-5,16,-6,1,
891,892,1,0.3599999999999999,creg1a,-4,-823.3226359280661,,-4,16,11,-5,16,-6,1,
892,893,1,0.3599999999999999,creg1a,11,-2423.1596864827134,,11,16,11,-5,16,-6,1,
893,894,1,0.3599999999999999,creg3a,15,-2417.6841870608923,,11,16,15,-5,16,-6,1,
894,895,1,0.3599999999999999,creg4c,11,-2421.7177373143963,,11,16,15,-5,16,-6,11,
895,896,1,0.3599999999999999,creg2a,-10,-2389.585756020655,,11,-10,15,-5,16,-6,11,
896,897,1,0.3599999999999999,creg3c,11,-2434.628953682361,,11,-10,15,11,16,-6,11,
897,898,1,0.3599999999999999,creg4b,15,-2749.326419150131,,11,-10,15,11,16,15,11,
898,899,1,0.3599999999999999,creg3c,15,-2740.8399042214037,,11,-10,15,15,16,15,11,
899,900,1,0.3599999999999999,creg3a,-3,-2707.7380132356716,,11,-10,-3,15,16,15,11,
900,901,1,0.3599999999999999,creg4a,0,-2698.7380479938233,,11,-10,-3,15,16,15,11,
901,902,1,0.3599999999999999,creg3a,-3,-2698.7380479940157,,11,-10,-3,15,16,15,11,
902,903,1,0.3599999999999999,creg4c,2,-2702.380294052516,,11,-10,-3,15,16,15,2,
903,904,1,0.3599999999999999,creg4a,-2,-2354.3385655296934,,11,-10,-3,15,-2,15,2,
904,905,1,0.3599999999999999,creg3a,-3,-2345.3386675815427,,11,-10,-3,15,-2,15,2,
905,906,1,0.3599999999999999,creg4c,11,-2350.7626171339653,,11,-10,-3,15,-2,15,11,
906,907,1,0.3599999999999999,creg3c,15,-2346.2626221321707,,11,-10,-3,15,-2,15,11,
907,908,1,0.3599999999999999,creg4a,-9,-2309.4236886770627,,11,-10,-3,15,-9,15,11,
908,909,1,0.3599999999999999,creg3a,-14,-2311.3944323486307,,11,-10,-14,15,-9,15,11,
909,910,1,0.3599999999999999,creg4a,7,-2705.3410236316295,,11,-10,-14,15,7,15,11,
910,911,1,0.3599999999999999,creg3a,-3,-2702.870624181961,,11,-10,-3,15,7,15,11,
911,912,1,0.3599999999999999,creg4a,-1,-2640.3432911018285,,11,-10,-3,15,-1,15,11,
912,913,1,0.3599999999999999,creg4a,14,-2705.9137649014033,,11,-10,-3,15,14,15,11,
913,914,1,0.3599999999999999,creg3a,-6,-2699.9054930958478,,11,-10,-6,15,14,15,11,
914,915,1,0.3599999999999999,creg4a,9,-2700.146283488475,,11,-10,-6,15,9,15,11,
915,916,1,0.3599999999999999,creg4a,-6,-2313.547579178212,,11,-10,-6,15,-6,15,11,
916,917,1,0.3599999999999999,creg4c,2,-2309.62192296173,,11,-10,-6,15,-6,15,2,
917,918,1,0.3599999999999999,creg1a,16,-2398.8027044183864,,16,-10,-6,15,-6,15,2,
918,919,1,0.3599999999999999,creg3a,-3,-2437.817933272653,,16,-10,-3,15,-6,15,2,
919,920,1,0.3599999999999999,creg1a,11,-2307.62986064952,,11,-10,-3,15,-6,15,2,
920,921,1,0.3599999999999999,creg3a,-3,-2305.1301816264,,11,-10,-3,15,-6,15,2,
921,922,1,0.3599999999999999,creg3a,-3,-2305.1301819578107,,11,-10,-3,15,-6,15,2,
922,923,1,0.3599999999999999,creg4a,-11,-2307.423902012069,,11,-10,-3,15,-11,15,2,
923,924,1,0.3599999999999999,creg2a,-9,-2304.928641652669,,11,-9,-3,15,-11,15,2,
924,925,1,0.3599999999999999,creg4a,9,-2706.77119123027,,11,-9,-3,15,9,15,2,
925,926,1,0.3599999999999999,creg3a,-3,-2696.7711830992525,,11,-9,-3,15,9,15,2,
926,927,1,0.3599999999999999,creg4b,8,-2699.3726724858934,,11,-9,-3,15,9,8,2,
927,928,1,0.3599999999999999,creg1a,13,-2697.474594180021,,13,-9,-3,15,9,8,2,
928,929,1,0.3599999999999999,creg3a,-3,-2696.474505090448,,13,-9,-3,15,9,8,2,
929,930,1,0.3599999999999999,creg3c,13,-2697.4676204153047,,13,-9,-3,13,9,8,2,
930,931,1,0.3599999999999999,creg3a,-13,-2701.440182304453,,13,-9,-13,13,9,8,2,
931,932,1,0.3599999999999999,creg4b,12,-2698.949981318176,,13,-9,-13,13,9,12,2,
932,933,1,0.3599999999999999,creg4a,-11,-2314.903382662134,,13,-9,-13,13,-11,12,2,
933,934,1,0.3599999999999999,creg4a,7,-2705.6494452958636,,13,-9,-13,13,7,12,2,
934,935,1,0.3599999999999999,creg4b,5,-2699.279459863351,,13,-9,-13,13,7,5,2,
935,936,1,0.3599999999999999,creg4c,-8,-2340.038822559004,,13,-9,-13,13,7,5,-8,
936,937,1,0.3599999999999999,creg4b,6,-2335.158383226421,,13,-9,-13,13,7,6,-8,
937,938,1,0.3599999999999999,creg3c,9,-2337.144815109706,,13,-9,-13,9,7,6,-8,
938,939,1,0.3599999999999999,creg4b,-1,-2337.857117952359,,13,-9,-13,9,7,-1,-8,
939,940,1,0.3599999999999999,creg3a,3,-2382.418447733715,,13,-9,3,9,7,-1,-8,
940,941,1,0.3599999999999999,creg3a,3,-2374.4184469784554,,13,-9,3,9,7,-1,-8,
941,942,1,0.3599999999999999,creg4b,-10,-2068.1364496556644,,13,-9,3,9,7,-10,-8,
942,943,1,0.3599999999999999,creg3a,3,-2063.636398863886,,13,-9,3,9,7,-10,-8,
943,944,1,0.3599999999999999,creg3a,3,-2063.636398732901,,13,-9,3,9,7,-10,-8,
944,945,1,0.3599999999999999,creg1a,-2,-739.1884323368281,,-2,-9,3,9,7,-10,-8,
945,946,1,0.3599999999999999,creg4a,6,-731.6208151693588,,-2,-9,3,9,6,-10,-8,
946,947,1,0.3599999999999999,creg3c,5,-733.6214011096614,,-2,-9,3,5,6,-10,-8,
947,948,1,0.3599999999999999,creg2a,5,-698.6826125935921,,-2,5,3,5,6,-10,-8,
948,949,1,0.3599999999999999,creg3a,13,-736.7120739639984,,-2,5,13,5,6,-10,-8,
949,950,1,0.3599999999999999,creg3c,3,-732.7122568657093,,-2,5,13,3,6,-10,-8,
950,951,1,0.3599999999999999,creg4b,10,-743.243342853007,,-2,5,13,3,6,10,-8,
951,952,1,0.3599999999999999,creg4c,13,-744.8927122343014,,-2,5,13,3,6,10,13,
952,953,1,0.3599999999999999,creg4c,13,-734.393502628489,,-2,5,13,3,6,10,13,
953,954,1,0.3599999999999999,creg3c,12,-788.8945082365773,,-2,5,13,12,6,10,13,
954,955,1,0.3599999999999999,creg3a,11,-745.3868491714256,,-2,5,11,12,6,10,13,
955,956,1,0.3599999999999999,creg3c,-10,-755.3694495421469,,-2,5,11,-10,6,10,13,
956,957,1,0.3599999999999999,creg3a,-12,-795.7827637670771,,-2,5,-12,-10,6,10,13,
957,958,1,0.3599999999999999,creg4c,6,-427.2800637486634,,-2,5,-12,-10,6,10,6,
958,959,1,0.3599999999999999,creg3a,-1,-389.3341809206489,,-2,5,-1,-10,6,10,6,
959,960,1,0.3599999999999999,creg3c,15,-396.3613243125589,,-2,5,-1,15,6,10,6,
960,961,1,0.3599999999999999,creg4c,13,-747.8626503978855,,-2,5,-1,15,6,10,13,
961,962,1,0.3599999999999999,creg4b,6,-436.02725588620865,,-2,5,-1,15,6,6,13,
962,963,1,0.3599999999999999,creg2a,-3,-437.9937661332803,,-2,-3,-1,15,6,6,13,
963,964,1,0.3599999999999999,creg1a,-15,-2368.5433169683442,,-15,-3,-1,15,6,6,13,
964,965,1,0.3599999999999999,creg4a,10,-2034.4954734366715,,-15,-3,-1,15,10,6,13,
965,966,1,0.3599999999999999,creg4a,14,-1974.7197244905697,,-15,-3,-1,15,14,6,13,
966,967,1,0.3599999999999999,creg4b,3,-1973.9742606628924,,-15,-3,-1,15,14,3,13,
967,968,1,0.3599999999999999,creg4c,13,-1972.4744495640216,,-15,-3,-1,15,14,3,13,
968,969,1,0.3599999999999999,creg3a,3,-1974.4949932848976,,-15,-3,3,15,14,3,13,
969,970,1,0.3599999999999999,creg3a,3,-1972.4950223904893,,-15,-3,3,15,14,3,13,
970,971,1,0.3599999999999999,creg4c,-10,-2342.479308520808,,-15,-3,3,15,14,3,-10,
971,972,1,0.3599999999999999,creg1a,13,-2429.9935657803658,,13,-3,3,15,14,3,-10,
972,973,1,0.3599999999999999,creg3a,10,-2419.536787867481,,13,-3,10,15,14,3,-10,
973,974,1,0.3599999999999999,creg3c,-10,-2378.4755121508997,,13,-3,10,-10,14,3,-10,
974,975,1,0.3599999999999999,creg4b,8,-2369.0668471376407,,13,-3,10,-10,14,8,-10,
975,976,1,0.3599999999999999,creg1a,11,-2327.0196993114905,,11,-3,10,-10,14,8,-10,
976,977,1,0.3599999999999999,creg4a,15,-2326.1950104945877,,11,-3,10,-10,15,8,-10,
977,978,1,0.3599999999999999,creg3a,3,-2329.651899882819,,11,-3,3,-10,15,8,-10,
978,979,1,0.3599999999999999,creg4c,1,-2692.2450087249194,,11,-3,3,-10,15,8,1,
979,980,1,0.3599999999999999,creg3c,1,-2742.2521545558116,,11,-3,3,1,15,8,1,
980,981,1,0.3599999999999999,creg3a,3,-2736.75215472921,,11,-3,3,1,15,8,1,
981,982,1,0.3599999999999999,creg3a,3,-2736.752154729737,,11,-3,3,1,15,8,1,
982,983,1,0.3599999999999999,creg3a,3,-2736.752154729737,,11,-3,3,1,15,8,1,
983,984,1,0.3599999999999999,creg1a,-9,-2083.347859269218,,-9,-3,3,1,15,8,1,
984,985,1,0.3599999999999999,creg1a,0,-2073.3487880912257,,-9,-3,3,1,15,8,1,
985,986,1,0.3599999999999999,creg3a,10,-2036.8682931662534,,-9,-3,10,1,15,8,1,
986,987,1,0.3599999999999999,creg4b,-11,-2351.5512339993825,,-9,-3,10,1,15,-11,1,
987,988,1,0.3599999999999999,creg3a,3,-2355.5328279641767,,-9,-3,3,1,15,-11,1,
988,989,1,0.3599999999999999,creg4c,-11,-2367.142900148393,,-9,-3,3,1,15,-11,-11,
989,990,1,0.3599999999999999,creg4c,-5,-2354.556724497265,,-9,-3,3,1,15,-11,-5,
990,991,1,0.3599999999999999,creg1a,3,-429.3690501498293,,3,-3,3,1,15,-11,-5,
991,992,1,0.3599999999999999,creg4a,8,-525.8509866163317,,3,-3,3,1,8,-11,-5,
992,993,1,0.3599999999999999,creg4a,15,-426.86832812630695,,3,-3,3,1,15,-11,-5,
993,994,1,0.3599999999999999,creg2a,-7,-425.3521188160238,,3,-7,3,1,15,-11,-5,
994,995,1,0.3599999999999999,creg2a,-1,-426.37661792510994,,3,-1,3,1,15,-11,-5,
995,996,1,0.3599999999999999,creg4a,-11,-583.9860210057708,,3,-1,3,1,-11,-11,-5,
996,997,1,0.3599999999999999,creg3a,4,-570.9888546796348,,3,-1,4,1,-11,-11,-5,
997,998,1,0.3599999999999999,creg2a,-3,-571.9805914175095,,3,-3,4,1,-11,-11,-5,
998,999,1,0.3599999999999999,creg4c,-11,-823.6741752292382,,3,-3,4,1,-11,-11,-11,
999,1000,1,0.3599999999999999,creg4c,-11,-820.6741894433807,,3,-3,4,1,-11,-11,-11,
1000,1,2,0.64,creg3a,3,-820.6714739600055,,3,-3,3,1,-11,-11,-11,
1001,2,2,0.64,creg4c,-11,-1116.3794021351964,,3,-3,0,1,-11,-11,-11,
1002,3,2,0.64,creg4c,-11,-1114.8797179491128,,3,-3,0,1,-11,-11,-11,
1003,4,2,0.64,creg3c,-16,-1173.2797992252504,,3,-3,0,-16,-11,-11,-11,
1004,5,2,0.64,creg3c,15,-1180.4544456816802,,3,-3,0,15,-11,-11,-11,
1005,6,2,0.64,creg4c,-11,-1164.9544836877237,,3,-3,0,15,-11,-11,-11,
1006,7,2,0.64,creg4c,-11,-1164.954483847036,,3,-3,0,15,-11,-11,-11,
1007,8,2,0.64,creg4c,-11,-1164.9544838470524,,3,-3,0,15,-11,-11,-11,
1008,9,2,0.64,creg2a,4,-1168.5516613392213,,3,4,0,15,-11,-11,-11,
1009,10,2,0.64,creg3a,1,-1165.0603789713987,,3,4,1,15,-11,-11,-11,
1010,11,2,0.64,creg4c,2,-812.56659285008,,3,4,1,15,-11,-11,2,
1011,12,2,0.64,creg4b,-2,-501.1956028097218,,3,4,1,15,-11,-2,2,
1012,13,2,0.64,creg4b,1,-498.33333851335453,,3,4,1,15,-11,1,2,
1013,14,2,0.64,creg4a,-7,-499.99714844430434,,3,4,1,15,-7,1,2,
1014,15,2,0.64,creg3c,-7,-458.92121308069886,,3,4,1,-7,-7,1,2,
1015,16,2,0.64,creg3a,15,-495.09987424041464,,3,4,15,-7,-7,1,2,
1016,17,2,0.64,creg4c,13,-844.8372561394527,,3,4,15,-7,-7,1,13,
1017,18,2,0.64,creg3a,15,-839.3367631856762,,3,4,15,-7,-7,1,13,
1018,19,2,0.64,creg1a,-9,-2401.8063144543285,,-9,4,15,-7,-7,1,13,
1019,20,2,0.64,creg3a,15,-2395.806503889769,,-9,4,15,-7,-7,1,13,
1020,21,2,0.64,creg3a,15,-2395.806504521119,,-9,4,15,-7,-7,1,13,
1021,22,2,0.64,creg3c,16,-2357.450904282025,,-9,4,15,16,-7,1,13,
1022,23,2,0.64,creg3c,-1,-2404.381733995378,,-9,4,15,-1,-7,1,13,
1023,24,2,0.64,creg1a,13,-2371.7797063407697,,13,4,15,-1,-7,1,13,
1024,25,2,0.64,creg3a,15,-2360.779182788027,,13,4,15,-1,-7,1,13,
1025,26,2,0.64,creg3a,-7,-2391.427901079852,,13,4,-7,-1,-7,1,13,
1026,27,2,0.64,creg4a,-11,-2322.2174156588776,,13,4,-7,-1,-11,1,13,
1027,28,2,0.64,creg3a,-10,-2321.693509515441,,13,4,-10,-1,-11,1,13,
1028,29,2,0.64,creg1a,-2,-754.4813496503198,,-2,4,-10,-1,-11,1,13,
1029,30,2,0.64,creg4b,-4,-879.2592937466562,,-2,4,-10,-1,-11,-4,13,
1030,31,2,0.64,creg4a,2,-276.32596586711435,,-2,4,-10,-1,2,-4,13,
1031,32,2,0.64,creg1a,-13,-2450.347935156648,,-13,4,-10,-1,2,-4,13,
1032,33,2,0.64,creg4a,-8,-2447.129186915907,,-13,4,-10,-1,-8,-4,13,
1033,34,2,0.64,creg4a,-13,-2443.42578770843,,-13,4,-10,-1,-13,-4,13,
1034,35,2,0.64,creg4a,0,-2440.92573294219,,-13,4,-10,-1,-13,-4,13,
1035,36,2,0.64,creg3a,15,-2413.7691695741673,,-13,4,15,-1,-13,-4,13,
1036,37,2,0.64,creg2a,-1,-2403.701254069826,,-13,-1,15,-1,-13,-4,13,
1037,38,2,0.64,creg2a,-7,-2404.12306396528,,-13,-7,15,-1,-13,-4,13,
1038,39,2,0.64,creg3a,15,-2401.123070261257,,-13,-7,15,-1,-13,-4,13,
1039,40,2,0.64,creg3a,0,-2401.1230702703488,,-13,-7,15,-1,-13,-4,13,
1040,41,2,0.64,creg4a,-13,-2401.1230702704925,,-13,-7,15,-1,-13,-4,13,
1041,42,2,0.64,creg1a,11,-1481.0251348559846,,11,-7,15,-1,-13,-4,13,
1042,43,2,0.64,creg3c,8,-1513.614852779444,,11,-7,15,8,-13,-4,13,
1043,44,2,0.64,creg4b,12,-1949.7408702710038,,11,-7,15,8,-13,12,13,
1044,45,2,0.64,creg4b,11,-1931.5372105897925,,11,-7,15,8,-13,11,13,
1045,46,2,0.64,creg4b,11,-1931.5372013352949,,11,-7,15,8,-13,11,13,
1046,47,2,0.64,creg1a,2,-1162.8168365818585,,2,-7,15,8,-13,11,13,
1047,48,2,0.64,creg4a,5,-780.1074711817056,,2,-7,15,8,5,11,13,
1048,49,2,0.64,creg4a,15,-1167.7905027015302,,2,-7,15,8,15,11,13,
1049,50,2,0.64,creg4b,11,-1162.7894974579,,2,-7,15,8,15,11,13,
1050,51,2,0.64,creg3c,13,-1215.3326295559882,,2,-7,15,13,15,11,13,
1051,52,2,0.64,creg2a,-10,-1254.2829761442692,,2,-10,15,13,15,11,13,
1052,53,2,0.64,creg4b,4,-945.3644812378078,,2,-10,15,13,15,4,13,
1053,54,2,0.64,creg1a,0,-941.8655621438473,,2,-10,15,13,15,4,13,
1054,55,2,0.64,creg3a,-2,-910.1682572931222,,2,-10,-2,13,15,4,13,
1055,56,2,0.64,creg3c,13,-901.6683100463067,,2,-10,-2,13,15,4,13,
1056,57,2,0.64,creg4a,9,-513.2734248580889,,2,-10,-2,13,9,4,13,
1057,58,2,0.64,creg4b,11,-824.6564131443029,,2,-10,-2,13,9,11,13,
1058,59,2,0.64,creg4a,2,-824.2546148964244,,2,-10,-2,13,2,11,13,
1059,60,2,0.64,creg4b,-3,-516.532765923984,,2,-10,-2,13,2,-3,13,
1060,61,2,0.64,creg2a,-16,-512.437989074821,,2,-16,-2,13,2,-3,13,
1061,62,2,0.64,creg2a,4,-479.73696993102834,,2,4,-2,13,2,-3,13,
1062,63,2,0.64,creg4a,12,-865.6609311353393,,2,4,-2,13,12,-3,13,
1063,64,2,0.64,creg4c,-15,-821.9583441046768,,2,4,-2,13,12,-3,-15,
1064,65,2,0.64,creg2a,16,-854.1639927472903,,2,16,-2,13,12,-3,-15,
1065,66,2,0.64,creg3c,-15,-862.0249550939192,,2,16,-2,-15,12,-3,-15,
1066,67,2,0.64,creg4c,-13,-849.3431077662913,,2,16,-2,-15,12,-3,-13,
1067,68,2,0.64,creg4b,11,-1156.7016135784183,,2,16,-2,-15,12,11,-13,
1068,69,2,0.64,creg4b,11,-1149.7008468564313,,2,16,-2,-15,12,11,-13,
1069,70,2,0.64,creg1a,12,-1938.2020218786965,,12,16,-2,-15,12,11,-13,
1070,71,2,0.64,creg1a,10,-1483.493987646263,,10,16,-2,-15,12,11,-13,
1071,72,2,0.64,creg4b,11,-1482.495348752958,,10,16,-2,-15,12,11,-13,
1072,73,2,0.64,creg2a,-13,-1456.4884312366144,,10,-13,-2,-15,12,11,-13,
1073,74,2,0.64,creg4a,10,-1442.2951443768852,,10,-13,-2,-15,10,11,-13,
1074,75,2,0.64,creg4b,11,-1441.2958601526645,,10,-13,-2,-15,10,11,-13,
1075,76,2,0.64,creg4b,11,-1441.2958602727538,,10,-13,-2,-15,10,11,-13,
1076,77,2,0.64,creg3a,-2,-1441.2958602713215,,10,-13,-2,-15,10,11,-13,
1077,78,2,0.64,creg4b,11,-1441.2958602715244,,10,-13,-2,-15,10,11,-13,
1078,79,2,0.64,creg4b,11,-1441.2958602715216,,10,-13,-2,-15,10,11,-13,
1079,80,2,0.64,creg1a,-9,-2116.665600507548,,-9,-13,-2,-15,10,11,-13,
1080,81,2,0.64,creg3c,1,-2115.3411576351937,,-9,-13,-2,1,10,11,-13,
1081,82,2,0.64,creg4b,-13,-2426.2558420779474,,-9,-13,-2,1,10,-13,-13,
1082,83,2,0.64,creg4a,-7,-2808.1633631356412,,-9,-13,-2,1,-7,-13,-13,
1083,84,2,0.64,creg4b,-13,-2799.6633825695035,,-9,-13,-2,1,-7,-13,-13,
1084,85,2,0.64,creg3c,0,-2799.663382568979,,-9,-13,-2,1,-7,-13,-13,
1085,86,2,0.64,creg3c,0,-2799.6633825688987,,-9,-13,-2,1,-7,-13,-13,
1086,87,2,0.64,creg3c,0,-2799.6633825688987,,-9,-13,-2,1,-7,-13,-13,
1087,88,2,0.64,creg3a,2,-2801.730264902045,,-9,-13,2,1,-7,-13,-13,
1088,89,2,0.64,creg4b,-14,-2799.5895373907524,,-9,-13,2,1,-7,-14,-13,
1089,90,2,0.64,creg1a,14,-1717.329031596684,,14,-13,2,1,-7,-14,-13,
1090,91,2,0.64,creg4b,10,-2031.0174589913977,,14,-13,2,1,-7,10,-13,
1091,92,2,0.64,creg4b,15,-2022.6461277258018,,14,-13,2,1,-7,15,-13,
1092,93,2,0.64,creg3c,0,-2020.1462622590323,,14,-13,2,1,-7,15,-13,
1093,94,2,0.64,creg4b,-9,-1718.0669107353392,,14,-13,2,1,-7,-9,-13,
1094,95,2,0.64,creg3c,0,-1706.066963492849,,14,-13,2,1,-7,-9,-13,
1095,96,2,0.64,creg2a,7,-1756.3901105792597,,14,7,2,1,-7,-9,-13,
1096,97,2,0.64,creg4a,0,-1746.3897348559408,,14,7,2,1,-7,-9,-13,
